id_payment,id_order,metode_bayar,amount
287,287,Card,12300
288,288,Card,9400
289,289,E-Wallet,22300
290,290,Cash,18400
291,291,E-Wallet,19300
292,292,Cash,29300
293,293,Cash,17600
294,294,Cash,30300
295,295,Card,19700
296,296,Cash,11800
297,297,Cash,11700
298,298,Card,21600
299,299,Cash,9800
300,300,Card,21100
301,301,Cash,26600
302,302,Card,25000
303,303,E-Wallet,26100
304,304,Cash,24600
305,305,Cash,27600
306,306,Cash,24200
307,307,E-Wallet,32000
308,308,Card,32200
309,309,Cash,28400
310,310,E-Wallet,31000
311,311,Cash,17000
312,312,Cash,17000
313,313,Cash,21100
314,314,Card,17100
315,315,E-Wallet,29400
316,316,Cash,15600
317,317,E-Wallet,10400
318,318,Card,11900
319,319,E-Wallet,12700
320,320,Card,14200
321,321,E-Wallet,11100
322,322,E-Wallet,31200
323,323,E-Wallet,23400
324,324,Cash,24700
325,325,Cash,21300
326,326,E-Wallet,21000
327,327,Card,21200
328,328,E-Wallet,28400
329,329,Cash,17200
330,330,Cash,9000
331,331,E-Wallet,12700
332,332,Card,11700
333,333,E-Wallet,25300
334,334,Cash,18400
335,335,E-Wallet,10300
336,336,Card,12100
337,337,Card,21000
338,338,E-Wallet,23100
339,339,Cash,28800
340,340,E-Wallet,11200
341,341,Cash,19700
342,342,Cash,22300
343,343,Card,33600
344,344,Cash,10000
345,345,Card,28200
346,346,Card,31700
347,347,Card,27500
348,348,E-Wallet,9600
349,349,Cash,18900
350,350,Card,16300
351,351,E-Wallet,22100
352,352,E-Wallet,32400
353,353,Card,27300
354,354,Card,26300
355,355,Cash,29100
356,356,E-Wallet,19300
357,357,Cash,34100
358,358,Card,33600
359,359,E-Wallet,15700
360,360,Cash,8200
361,361,Cash,25800
362,362,Card,30300
363,363,Cash,31200
364,364,Cash,30500
365,365,Card,13400
366,366,E-Wallet,30500
367,367,E-Wallet,26800
368,368,Cash,32900
369,369,E-Wallet,14100
370,370,Card,31000
371,371,Card,33500
372,372,E-Wallet,19600
373,373,Card,24000
374,374,Card,12200
375,375,E-Wallet,14800
376,376,E-Wallet,29800
377,377,Card,11000
378,378,Cash,24300
379,379,E-Wallet,9100
380,380,Card,18200
381,381,Card,32600
382,382,Card,29000
383,383,Card,15600
384,384,Card,32400
385,385,Card,13500
386,386,Card,29600
387,387,Card,30800
388,388,Card,22300
389,389,Cash,32000
390,390,E-Wallet,21600
391,391,Card,33800
392,392,Card,27800
393,393,E-Wallet,32900
394,394,Card,34200
395,395,E-Wallet,21300
396,396,E-Wallet,35000
397,397,Card,22400
398,398,Card,16600
399,399,Cash,26400
400,400,Card,12200
401,401,Cash,11100
402,402,Card,16000
403,403,Cash,7600
404,404,Cash,14900
405,405,Card,14800
406,406,Card,22800
407,407,E-Wallet,32600
408,408,E-Wallet,32300
409,409,Card,24900
410,410,Cash,29700
411,411,E-Wallet,26400
412,412,Card,25800
413,413,Cash,16700
414,414,E-Wallet,12800
415,415,Cash,27700
416,416,E-Wallet,25100
417,417,E-Wallet,26700
418,418,Cash,11500
419,419,E-Wallet,27000
420,420,Cash,21700
421,421,E-Wallet,27700
422,422,E-Wallet,8300
423,423,Card,11700
424,424,Cash,23700
425,425,Card,20100
426,426,E-Wallet,8200
427,427,E-Wallet,10500
428,428,E-Wallet,10900
429,429,Cash,11600
430,430,E-Wallet,16800
431,431,Cash,19300
432,432,E-Wallet,14000
433,433,E-Wallet,14500
434,434,Cash,21700
435,435,Card,9600
436,436,Card,15700
437,437,Cash,31700
438,438,Card,16500
439,439,E-Wallet,18300
440,440,E-Wallet,29900
441,441,E-Wallet,17700
442,442,E-Wallet,22200
443,443,Card,26000
444,444,Card,20300
445,445,Card,11800
446,446,Card,18900
447,447,E-Wallet,19200
448,448,Cash,8800
449,449,E-Wallet,26000
450,450,Card,34500
451,451,Cash,13100
452,452,E-Wallet,34100
453,453,Cash,26700
454,454,E-Wallet,30200
455,455,E-Wallet,32100
456,456,E-Wallet,23800
457,457,Cash,31600
458,458,Card,25500
459,459,Cash,29800
460,460,Card,29700
461,461,E-Wallet,11800
462,462,Card,33600
463,463,Card,15400
464,464,E-Wallet,25400
465,465,Cash,33300
466,466,Cash,12000
467,467,Card,21800
468,468,E-Wallet,20500
469,469,Card,15900
470,470,E-Wallet,29200
471,471,E-Wallet,23700
472,472,Cash,28300
473,473,Cash,27800
474,474,Cash,30800
475,475,E-Wallet,13600
476,476,E-Wallet,30500
477,477,Card,15700
478,478,Card,31600
479,479,Card,12700
480,480,E-Wallet,33200
481,481,Card,32400
482,482,Cash,11700
483,483,Card,31800
484,484,Card,9100
485,485,Cash,22100
486,486,Cash,20300
487,487,E-Wallet,14700
488,488,Card,26400
489,489,Cash,10900
490,490,E-Wallet,19100
491,491,Card,25800
492,492,Cash,33400
493,493,Card,10900
494,494,E-Wallet,31900
495,495,Card,27900
496,496,E-Wallet,14600
497,497,Cash,15000
498,498,Cash,15500
499,499,Card,23700
500,500,Cash,21900
501,501,Card,33300
502,502,Cash,30700
503,503,E-Wallet,28200
504,504,Cash,23500
505,505,Card,14800
506,506,E-Wallet,7800
507,507,Card,31800
508,508,E-Wallet,17500
509,509,Cash,29600
510,510,E-Wallet,11000
511,511,Cash,28900
512,512,Card,9800
513,513,Card,8700
514,514,E-Wallet,20600
515,515,Cash,18300
516,516,Card,15700
517,517,Cash,24800
518,518,Card,8400
519,519,Cash,15900
520,520,E-Wallet,29100
521,521,E-Wallet,19700
522,522,Cash,30400
523,523,E-Wallet,9400
524,524,Cash,12400
525,525,E-Wallet,8300
526,526,Card,34200
527,527,Card,22200
528,528,Cash,29700
529,529,E-Wallet,23200
530,530,Cash,21500
531,531,E-Wallet,31300
532,532,Cash,17100
533,533,Card,32200
534,534,E-Wallet,27800
535,535,E-Wallet,29100
536,536,Cash,12300
537,537,Cash,32500
538,538,Card,11600
539,539,E-Wallet,29200
540,540,Cash,33500
541,541,Card,20300
542,542,Card,26900
543,543,E-Wallet,18900
544,544,E-Wallet,23800
545,545,Cash,17200
546,546,E-Wallet,35400
547,547,Card,24100
548,548,Card,30500
549,549,E-Wallet,33600
550,550,Card,28500
551,551,Cash,9700
552,552,Cash,27300
553,553,E-Wallet,35300
554,554,Cash,15400
555,555,Cash,29300
556,556,Card,32200
557,557,E-Wallet,15100
558,558,E-Wallet,14000
559,559,Cash,32900
560,560,Cash,16000
561,561,Card,29600
562,562,Cash,14600
563,563,E-Wallet,34900
564,564,Card,31400
565,565,E-Wallet,23400
566,566,Cash,29100
567,567,Cash,12100
568,568,E-Wallet,30000
569,569,Cash,27600
570,570,Card,31800
571,571,Card,20600
572,572,Card,7900
573,573,E-Wallet,17800
574,574,Card,29500
575,575,E-Wallet,24000
576,576,Card,12700
577,577,Card,21900
578,578,E-Wallet,24000
579,579,Card,18100
580,580,Cash,32300
581,581,Cash,20600
582,582,Card,24500
583,583,Card,33900
584,584,E-Wallet,26800
585,585,E-Wallet,15500
586,586,E-Wallet,31500
587,587,Cash,23800
588,588,Card,17500
589,589,E-Wallet,15600
590,590,E-Wallet,22200
591,591,Cash,8500
592,592,Cash,9900
593,593,Cash,22700
594,594,E-Wallet,23900
595,595,Card,22400
596,596,Cash,17500
597,597,E-Wallet,23900
598,598,Cash,21800
599,599,Card,25000
600,600,Cash,8700
601,601,Cash,31600
602,602,Cash,24000
603,603,Cash,25800
604,604,Cash,16000
605,605,Card,9700
606,606,Card,29800
607,607,E-Wallet,18200
608,608,Cash,17500
609,609,E-Wallet,17100
610,610,Cash,26200
611,611,Card,9900
612,612,E-Wallet,17600
613,613,Cash,15600
614,614,E-Wallet,29900
615,615,Cash,22400
616,616,Cash,20500
617,617,Card,34300
618,618,Cash,22600
619,619,E-Wallet,18100
620,620,E-Wallet,13700
621,621,Card,22800
622,622,Cash,28300
623,623,E-Wallet,30000
624,624,Cash,23300
625,625,Cash,34000
626,626,Card,22800
627,627,Card,31400
628,628,E-Wallet,15300
629,629,E-Wallet,19100
630,630,Card,12100
631,631,E-Wallet,29900
632,632,Card,14200
633,633,Card,29400
634,634,Cash,9400
635,635,Card,34200
636,636,E-Wallet,12800
637,637,E-Wallet,22300
638,638,Cash,7600
639,639,Cash,30700
640,640,Card,34200
641,641,Card,20100
642,642,Cash,9500
643,643,Card,32800
644,644,Card,8500
645,645,Cash,21300
646,646,E-Wallet,26400
647,647,E-Wallet,29000
648,648,E-Wallet,16400
649,649,Card,18700
650,650,Cash,19700
651,651,E-Wallet,27200
652,652,E-Wallet,15900
653,653,E-Wallet,34400
654,654,Card,34200
655,655,Card,28300
656,656,Card,22300
657,657,Card,28100
658,658,Card,33800
659,659,E-Wallet,16000
660,660,Cash,31600
661,661,E-Wallet,16900
662,662,Card,15400
663,663,E-Wallet,9800
664,664,Card,26100
665,665,Card,30600
666,666,E-Wallet,10400
667,667,E-Wallet,31700
668,668,E-Wallet,12600
669,669,E-Wallet,13900
670,670,E-Wallet,30200
671,671,Cash,11100
672,672,E-Wallet,34000
673,673,E-Wallet,9200
674,674,Card,18700
675,675,Cash,20900
676,676,E-Wallet,10800
677,677,Cash,8800
678,678,Card,19700
679,679,Card,18200
680,680,Card,28800
681,681,Cash,12700
682,682,Cash,21100
683,683,E-Wallet,16700
684,684,Card,24600
685,685,Card,18200
686,686,Cash,27300
687,687,Cash,26800
688,688,Cash,34200
689,689,Card,9800
690,690,Cash,17200
691,691,Cash,16600
692,692,Card,15900
693,693,Cash,29600
694,694,Card,9300
695,695,E-Wallet,8500
696,696,Cash,14600
697,697,Card,17500
698,698,Cash,23700
699,699,E-Wallet,29100
700,700,Cash,15600
701,701,Cash,19700
702,702,Card,22900
703,703,Cash,13400
704,704,Cash,25000
705,705,Cash,33000
706,706,Card,32300
707,707,E-Wallet,8200
708,708,Card,11400
709,709,Card,27100
710,710,Card,21500
711,711,E-Wallet,16000
712,712,E-Wallet,16700
713,713,Card,19100
714,714,Cash,18700
715,715,Cash,29200
716,716,Card,28000
717,717,Cash,20500
718,718,Card,28000
719,719,E-Wallet,8200
720,720,E-Wallet,27200
721,721,Cash,27300
722,722,Card,11400
723,723,E-Wallet,15900
724,724,Card,34700
725,725,E-Wallet,15700
726,726,Card,33800
727,727,Cash,31700
728,728,E-Wallet,8100
729,729,Cash,14600
730,730,Cash,30800
731,731,Card,13700
732,732,Cash,11700
733,733,Cash,16100
734,734,Card,21700
735,735,Cash,10700
736,736,Cash,23100
737,737,Card,13100
738,738,E-Wallet,28000
739,739,Cash,11500
740,740,Card,27200
741,741,Card,28500
742,742,E-Wallet,22300
743,743,Cash,21700
744,744,E-Wallet,18300
745,745,Cash,28900
746,746,E-Wallet,34000
747,747,Cash,33100
748,748,Cash,16500
749,749,Card,20500
750,750,Cash,11700
751,751,Card,27400
752,752,Card,9200
753,753,E-Wallet,18500
754,754,Cash,27900
755,755,Card,23300
756,756,Cash,8400
757,757,Card,10900
758,758,Cash,31100
759,759,E-Wallet,9200
760,760,E-Wallet,25700
761,761,Cash,33900
762,762,Card,33200
763,763,Card,23700
764,764,E-Wallet,14000
765,765,Cash,25700
766,766,E-Wallet,23100
767,767,Card,34700
768,768,Card,23100
769,769,Card,25800
770,770,E-Wallet,23800
771,771,Cash,27600
772,772,Card,14100
773,773,Cash,31000
774,774,Cash,19000
775,775,Card,29600
776,776,E-Wallet,14000
777,777,E-Wallet,13700
778,778,E-Wallet,20700
779,779,E-Wallet,25800
780,780,Card,20100
781,781,Cash,14800
782,782,Card,12100
783,783,Cash,10100
784,784,Cash,19200
785,785,Cash,11400
786,786,E-Wallet,26900
787,787,Card,11200
788,788,Cash,29900
789,789,Card,26000
790,790,Card,15400
791,791,Cash,15100
792,792,Card,33100
793,793,Card,13300
794,794,E-Wallet,23100
795,795,E-Wallet,11800
796,796,E-Wallet,17000
797,797,Cash,21600
798,798,Cash,33200
799,799,Cash,19700
800,800,E-Wallet,11100
801,801,Cash,30500
802,802,E-Wallet,26100
803,803,E-Wallet,30500
804,804,Cash,33300
805,805,Card,15000
806,806,Card,15000
807,807,Cash,20400
808,808,Cash,20900
809,809,Cash,29100
810,810,E-Wallet,24300
811,811,E-Wallet,9100
812,812,Cash,13500
813,813,Card,18400
814,814,Card,23600
815,815,Cash,32700
816,816,Card,33600
817,817,Cash,12500
818,818,Cash,21100
819,819,Cash,10200
820,820,E-Wallet,30600
821,821,Cash,35100
822,822,Cash,12200
823,823,E-Wallet,9600
824,824,Card,10500
825,825,E-Wallet,33300
826,826,Cash,16900
827,827,E-Wallet,22100
828,828,E-Wallet,23600
829,829,Card,10100
830,830,Cash,32400
831,831,Cash,28000
832,832,Card,17500
833,833,E-Wallet,23600
834,834,Cash,26000
835,835,Cash,26100
836,836,E-Wallet,11300
837,837,Cash,33900
838,838,Card,33900
839,839,Cash,15200
840,840,Card,10900
841,841,Card,9000
842,842,E-Wallet,24900
843,843,Card,35200
844,844,Card,23000
845,845,Card,9200
846,846,E-Wallet,22400
847,847,Cash,12000
848,848,E-Wallet,9600
849,849,E-Wallet,13400
850,850,Card,9600
851,851,E-Wallet,19500
852,852,Card,29700
853,853,E-Wallet,8400
854,854,Card,28800
855,855,Cash,20400
856,856,E-Wallet,29200
857,857,Cash,22100
858,858,Cash,25600
859,859,Card,34100
860,860,E-Wallet,14900
861,861,Card,28900
862,862,Cash,12900
863,863,Card,15500
864,864,E-Wallet,32400
865,865,Cash,31800
866,866,Cash,18200
867,867,E-Wallet,17800
868,868,E-Wallet,24200
869,869,Card,21100
870,870,E-Wallet,29300
871,871,Cash,30000
872,872,Cash,25500
873,873,E-Wallet,12900
874,874,Cash,20900
875,875,Cash,25800
876,876,E-Wallet,15900
877,877,Cash,29400
878,878,Card,27900
879,879,Card,9700
880,880,Card,13300
881,881,Cash,11400
882,882,E-Wallet,34200
883,883,Card,21600
884,884,Cash,33800
885,885,Cash,25800
886,886,Card,20900
887,887,E-Wallet,24000
888,888,Cash,10100
889,889,E-Wallet,25100
890,890,Cash,21200
891,891,Card,13500
892,892,Cash,9300
893,893,Card,15500
894,894,Cash,20000
895,895,Card,27400
896,896,Cash,28800
897,897,Cash,19500
898,898,E-Wallet,11200
899,899,E-Wallet,27100
900,900,Cash,12900
901,901,Cash,22600
902,902,Cash,34400
903,903,Card,18900
904,904,E-Wallet,31300
905,905,Card,28500
906,906,Cash,8400
907,907,Card,21700
908,908,Cash,30200
909,909,Card,32200
910,910,Card,30300
911,911,Cash,12000
912,912,Cash,34300
913,913,E-Wallet,28700
914,914,Cash,18900
915,915,Card,16500
916,916,Cash,12500
917,917,Card,29400
918,918,Card,16200
919,919,Cash,32900
920,920,E-Wallet,31000
921,921,Card,13400
922,922,E-Wallet,21400
923,923,Cash,17600
924,924,Card,18500
925,925,Cash,10800
926,926,Card,7900
927,927,Cash,6900
928,928,E-Wallet,7100
929,929,Card,7800
930,930,Cash,7300
931,931,Card,7500
932,932,E-Wallet,7300
933,933,Card,8600
934,934,Cash,7300
935,935,Card,7500
936,936,Card,9600
937,937,Cash,8700
938,938,Card,10000
939,939,Card,8200
940,940,Card,9300
941,941,Card,9200
942,942,Card,10100
943,943,E-Wallet,7500
944,944,Card,11200
945,945,Card,9500
946,946,E-Wallet,11000
947,947,Card,7600
948,948,E-Wallet,10000
949,949,Card,7000
950,950,Card,9200
951,951,E-Wallet,8700
952,952,Card,10000
953,953,E-Wallet,10000
954,954,E-Wallet,8100
955,955,Cash,6800
956,956,Card,10800
957,957,E-Wallet,10600
958,958,E-Wallet,6500
959,959,Cash,6900
960,960,E-Wallet,8000
961,961,Cash,9800
962,962,E-Wallet,8400
963,963,E-Wallet,7000
964,964,Card,10900
965,965,E-Wallet,7200
966,966,Cash,8100
967,967,Cash,10200
968,968,Cash,8900
969,969,Cash,7900
970,970,Cash,8200
971,971,E-Wallet,6700
972,972,Cash,8400
973,973,Card,7900
974,974,Card,7500
975,975,E-Wallet,10500
976,976,Cash,7200
977,977,Card,10000
978,978,Cash,11100
979,979,Cash,8500
980,980,E-Wallet,8600
981,981,Card,9000
982,982,Cash,8600
983,983,Card,10700
984,984,E-Wallet,9100
985,985,Cash,9400
986,986,Card,10000
987,987,Cash,10400
988,988,E-Wallet,9900
989,989,Cash,6600
990,990,Card,8900
991,991,E-Wallet,10500
992,992,Card,7800
993,993,Card,8000
994,994,E-Wallet,9500
995,995,E-Wallet,11400
996,996,Card,8900
997,997,Cash,10000
998,998,E-Wallet,9000
999,999,Card,9900
1000,1000,E-Wallet,11000
1001,1001,Cash,8400
1002,1002,E-Wallet,7400
1003,1003,Card,8400
1004,1004,Cash,9200
1005,1005,E-Wallet,11400
1006,1006,E-Wallet,10600
1007,1007,Card,6700
1008,1008,Card,8500
1009,1009,E-Wallet,9200
1010,1010,E-Wallet,9300
1011,1011,Cash,7300
1012,1012,E-Wallet,6400
1013,1013,Cash,8100
1014,1014,Cash,7500
1015,1015,E-Wallet,8700
1016,1016,Cash,10100
1017,1017,Cash,9800
1018,1018,Card,9200
1019,1019,E-Wallet,8300
1020,1020,Card,10500
1021,1021,Card,10500
1022,1022,Card,8300
1023,1023,E-Wallet,21100
1024,1024,Card,28000
1025,1025,E-Wallet,23300
1026,1026,Card,16800
1027,1027,Card,25400
1028,1028,E-Wallet,24800
1029,1029,Cash,30200
1030,1030,E-Wallet,16600
1031,1031,E-Wallet,17800
1032,1032,E-Wallet,26400
1033,1033,Card,34400
1034,1034,Card,17800
1035,1035,Card,33600
1036,1036,E-Wallet,21400
1037,1037,Card,20600
1038,1038,Cash,9900
1039,1039,E-Wallet,28200
1040,1040,E-Wallet,32300
1041,1041,Cash,28500
1042,1042,E-Wallet,25800
1043,1043,Card,17300
1044,1044,Cash,13600
1045,1045,Card,20300
1046,1046,Cash,8600
1047,1047,Cash,22200
1048,1048,Cash,34700
1049,1049,Cash,10700
1050,1050,Cash,25300
1051,1051,E-Wallet,33000
1052,1052,E-Wallet,11900
1053,1053,Cash,16000
1054,1054,Cash,16500
1055,1055,E-Wallet,32100
1056,1056,E-Wallet,28500
1057,1057,Card,13900
1058,1058,E-Wallet,32800
1059,1059,Cash,15100
1060,1060,Cash,12000
1061,1061,E-Wallet,9600
1062,1062,Card,17300
1063,1063,Card,8400
1064,1064,Card,21100
1065,1065,Cash,21500
1066,1066,E-Wallet,29600
1067,1067,Card,17800
1068,1068,Cash,21900
1069,1069,E-Wallet,10000
1070,1070,Cash,15400
1071,1071,Cash,27000
1072,1072,Cash,24500
1073,1073,Card,8200
1074,1074,Cash,21400
1075,1075,Cash,19500
1076,1076,Card,29700
1077,1077,Card,16800
1078,1078,E-Wallet,9300
1079,1079,Cash,18500
1080,1080,Card,15400
1081,1081,E-Wallet,27500
1082,1082,Cash,27400
1083,1083,Card,15800
1084,1084,Card,24200
1085,1085,Card,19200
1086,1086,Card,25200
1087,1087,Cash,12900
1088,1088,E-Wallet,19400
1089,1089,E-Wallet,29500
1090,1090,Cash,15000
1091,1091,E-Wallet,13900
1092,1092,Cash,10300
1093,1093,Card,26600
1094,1094,E-Wallet,30400
1095,1095,E-Wallet,25900
1096,1096,Cash,33500
1097,1097,E-Wallet,9000
1098,1098,Card,28900
1099,1099,E-Wallet,29500
1100,1100,Cash,31900
1101,1101,Card,29900
1102,1102,Card,23600
1103,1103,Cash,15900
1104,1104,Cash,9300
1105,1105,E-Wallet,19400
1106,1106,Cash,34600
1107,1107,Card,24100
1108,1108,Cash,10200
1109,1109,E-Wallet,10200
1110,1110,Card,25400
1111,1111,Cash,25200
1112,1112,Card,31400
1113,1113,E-Wallet,19000
1114,1114,Card,9900
1115,1115,Card,18500
1116,1116,Cash,15600
1117,1117,Card,15200
1118,1118,Card,27500
1119,1119,Cash,12500
1120,1120,Cash,31100
1121,1121,Cash,8700
1122,1122,Card,15300
1123,1123,Cash,16000
1124,1124,E-Wallet,11400
1125,1125,Cash,16600
1126,1126,Cash,15400
1127,1127,Card,24800
1128,1128,E-Wallet,28800
1129,1129,Cash,27100
1130,1130,Cash,29800
1131,1131,Cash,34100
1132,1132,Card,10400
1133,1133,Card,29200
1134,1134,Card,15400
1135,1135,Cash,13500
1136,1136,Card,8000
1137,1137,Cash,14400
1138,1138,Card,9900
1139,1139,Cash,28500
1140,1140,Cash,33500
1141,1141,Card,16200
1142,1142,Cash,10700
1143,1143,Card,32000
1144,1144,E-Wallet,24500
1145,1145,E-Wallet,27700
1146,1146,E-Wallet,23300
1147,1147,Card,16700
1148,1148,Card,9800
1149,1149,Card,26200
1150,1150,E-Wallet,17600
1151,1151,E-Wallet,20600
1152,1152,Card,25900
1153,1153,Cash,9100
1154,1154,E-Wallet,12700
1155,1155,Card,31300
1156,1156,E-Wallet,19300
1157,1157,Cash,20900
1158,1158,Cash,27200
1159,1159,Cash,32500
1160,1160,Card,12700
1161,1161,Card,11600
1162,1162,Cash,29900
1163,1163,E-Wallet,18200
1164,1164,Cash,32100
1165,1165,E-Wallet,20300
1166,1166,Card,17400
1167,1167,Cash,10300
1168,1168,Cash,23700
1169,1169,Cash,25100
1170,1170,Card,15700
1171,1171,Cash,23000
1172,1172,E-Wallet,22900
1173,1173,Cash,11000
1174,1174,Cash,29700
1175,1175,E-Wallet,17200
