id_item,id_transaction,id_menu,quantity,subtotal
151,60,37,2.0,35800.0
152,61,7,1.0,28400.0
153,62,16,3.0,86400.0
154,62,44,5.0,68500.0
155,63,32,1.0,61700.0
156,64,41,4.0,241600.0
157,64,26,1.0,24500.0
158,64,15,5.0,209000.0
159,65,34,4.0,164000.0
160,65,13,2.0,89000.0
161,65,26,4.0,98000.0
162,65,7,4.0,113600.0
163,66,11,1.0,72800.0
164,66,36,4.0,240800.0
165,67,11,3.0,218400.0
166,67,27,1.0,27800.0
167,68,9,3.0,194700.0
168,68,24,3.0,55200.0
169,68,4,1.0,32400.0
170,69,21,4.0,308800.0
171,70,7,4.0,113600.0
172,70,49,4.0,174800.0
173,70,4,1.0,34200.0
174,70,31,2.0,147200.0
175,71,22,3.0,96900.0
176,72,32,3.0,185100.0
177,72,38,4.0,277200.0
178,72,8,1.0,14400.0
179,72,24,4.0,73600.0
180,73,10,3.0,210200.0
181,73,39,3.0,116800.0
182,73,34,5.0,205000.0
183,74,19,5.0,356500.0
184,75,17,3.0,36300.0
185,75,12,4.0,241200.0
186,76,33,1.0,76700.0
187,77,14,4.0,194900.0
188,78,37,2.0,35800.0
189,78,36,1.0,60200.0
190,78,2,5.0,265800.0
191,78,11,2.0,145600.0
192,79,14,,24100.0
193,80,11,5.0,364000.0
194,81,12,1.0,60300.0
195,81,45,5.0,105000.0
196,81,33,4.0,301200.0
197,82,37,4.0,71600.0
198,83,46,4.0,312400.0
199,83,37,1.0,17900.0
200,83,35,5.0,369000.0
201,84,36,4.0,241300.0
202,84,40,2.0,58700.0
203,84,43,1.0,41500.0
204,85,24,3.0,55200.0
205,86,23,4.0,229600.0
206,86,42,5.0,80000.0
207,86,32,1.0,61700.0
208,87,17,2.0,25900.0
209,87,5,2.0,112000.0
210,87,5,5.0,280000.0
211,87,37,3.0,53700.0
212,88,10,1.0,69500.0
213,88,13,2.0,89000.0
214,88,34,2.0,82000.0
215,88,49,2.0,87400.0
216,89,32,3.0,185100.0
217,89,42,2.0,81600.0
218,89,38,2.0,138600.0
219,90,26,3.0,73500.0
220,90,27,3.0,83400.0
221,90,7,5.0,142000.0
222,91,5,2.0,112000.0
223,91,26,5.0,122500.0
224,91,22,3.0,96900.0
225,92,8,2.0,28800.0
226,93,44,2.0,27400.0
227,93,3,3.0,128700.0
228,93,37,1.0,17900.0
229,94,21,2.0,154400.0
230,95,26,5.0,122500.0
231,95,9,5.0,324500.0
232,95,4,1.0,33100.0
233,95,13,1.0,44500.0
234,96,13,3.0,133500.0
235,96,50,2.0,64400.0
236,96,42,3.0,88200.0
237,97,46,3.0,234300.0
238,97,11,2.0,145600.0
239,98,40,3.0,87900.0
240,99,29,2.0,144200.0
241,99,25,5.0,289000.0
242,99,50,4.0,128800.0
243,100,23,5.0,287000.0
244,100,26,1.0,24500.0
245,100,22,2.0,64600.0
246,101,22,2.0,64600.0
247,101,34,1.0,41000.0
248,101,27,2.0,55600.0
249,102,17,2.0,24200.0
250,103,27,5.0,139000.0
251,103,29,2.0,143400.0
252,103,23,2.0,115300.0
253,104,41,5.0,302000.0
254,105,26,5.0,122500.0
255,105,4,1.0,33900.0
256,105,35,4.0,295200.0
257,106,19,,213900.0
258,106,40,4.0,117200.0
259,107,5,2.0,112000.0
260,107,10,1.0,69500.0
261,107,48,1.0,42400.0
262,108,35,5.0,369000.0
263,108,33,2.0,150600.0
264,108,11,5.0,364000.0
265,109,46,3.0,234300.0
266,110,40,1.0,29300.0
267,110,3,5.0,214500.0
268,111,9,3.0,194700.0
269,112,32,1.0,61700.0
270,112,47,2.0,53800.0
271,113,21,5.0,386000.0
272,114,26,5.0,122500.0
273,114,39,1.0,38800.0
274,115,40,5.0,146500.0
275,115,44,,41100.0
276,115,4,2.0,64800.0
277,115,31,2.0,147200.0
278,116,5,4.0,224000.0
279,117,48,5.0,212000.0
280,117,30,3.0,168000.0
281,117,45,2.0,41400.0
282,117,48,3.0,127600.0
283,118,17,1.0,12100.0
284,119,13,2.0,89900.0
285,119,11,2.0,146700.0
286,119,28,,136500.0
287,120,24,2.0,36800.0
288,120,35,5.0,369000.0
289,120,18,1.0,41000.0
290,121,29,1.0,71700.0
291,121,34,4.0,164000.0
292,121,45,4.0,82800.0
293,121,10,2.0,139000.0
294,122,50,2.0,64400.0
295,122,29,1.0,71700.0
296,123,6,5.0,121000.0
297,123,36,1.0,60200.0
298,123,36,4.0,240800.0
299,123,6,5.0,121000.0
300,124,37,3.0,53700.0
301,125,17,1.0,12100.0
302,125,43,1.0,41500.0
303,125,24,5.0,92000.0
304,125,31,4.0,294400.0
305,126,11,1.0,73500.0
306,127,17,1.0,12100.0
307,128,16,4.0,115600.0
308,128,40,1.0,29300.0
309,128,29,2.0,143400.0
310,128,30,3.0,168000.0
311,129,34,3.0,124400.0
312,129,22,3.0,96900.0
313,129,35,1.0,73800.0
314,130,29,3.0,215100.0
315,130,33,5.0,376500.0
316,130,43,3.0,124500.0
317,130,28,2.0,38800.0
318,131,32,3.0,185100.0
319,132,35,5.0,369000.0
320,132,35,3.0,221400.0
321,132,16,1.0,28800.0
322,132,37,1.0,17900.0
323,133,6,1.0,24900.0
324,134,41,5.0,302000.0
325,134,21,2.0,154400.0
326,135,18,5.0,205000.0
327,135,7,4.0,114600.0
328,136,4,1.0,32400.0
329,137,28,5.0,71500.0
330,138,3,3.0,128700.0
331,138,21,2.0,155800.0
332,138,46,5.0,390500.0
333,138,30,5.0,280000.0
334,139,1,3.0,174900.0
335,140,49,5.0,218500.0
336,140,46,3.0,234300.0
337,140,17,5.0,60500.0
338,140,14,3.0,47700.0
339,141,26,5.0,122500.0
340,141,40,2.0,58600.0
341,141,14,1.0,22400.0
342,141,38,1.0,69300.0
343,142,9,1.0,65600.0
344,142,31,1.0,73600.0
345,143,17,5.0,60500.0
346,143,33,5.0,376500.0
347,143,12,5.0,301500.0
348,144,28,4.0,62000.0
349,145,28,5.0,57000.0
350,146,35,1.0,75300.0
351,147,25,,174500.0
352,147,18,3.0,123000.0
353,147,13,1.0,45700.0
354,147,28,3.0,69000.0
355,148,17,5.0,60500.0
356,148,33,5.0,376500.0
357,148,38,4.0,277200.0
358,149,25,3.0,173400.0
359,149,38,5.0,346500.0
360,149,43,4.0,166000.0
361,149,4,4.0,129600.0
362,150,47,3.0,80700.0
363,151,49,4.0,174800.0
364,151,16,2.0,57600.0
365,152,38,5.0,346500.0
366,152,5,2.0,112000.0
367,153,29,2.0,143400.0
368,154,32,1.0,61700.0
369,154,6,4.0,98000.0
370,155,12,4.0,241200.0
371,155,22,1.0,32300.0
372,156,40,5.0,146500.0
373,156,36,2.0,120700.0
374,156,14,4.0,64800.0
375,156,39,1.0,38800.0
376,157,3,1.0,42900.0
377,157,27,,83400.0
378,158,21,3.0,231600.0
379,158,10,2.0,139000.0
380,159,15,2.0,83600.0
381,160,31,1.0,73600.0
382,160,30,1.0,56000.0
383,160,41,4.0,241600.0
384,161,3,1.0,42900.0
385,162,50,1.0,32200.0
386,162,50,1.0,32200.0
387,162,40,2.0,60400.0
388,162,15,4.0,167200.0
389,163,16,3.0,86400.0
390,164,22,5.0,161500.0
391,164,14,1.0,18900.0
392,164,18,1.0,41000.0
393,164,15,,41800.0
394,165,5,5.0,280000.0
395,165,44,1.0,13700.0
396,165,22,4.0,129200.0
397,165,11,3.0,218400.0
398,166,19,3.0,213900.0
399,167,31,2.0,147200.0
400,167,19,3.0,213900.0
401,168,1,2.0,116600.0
402,168,37,4.0,72900.0
403,169,42,1.0,37700.0
404,169,15,2.0,83600.0
405,170,47,1.0,26900.0
406,171,10,1.0,69500.0
407,172,15,1.0,41800.0
408,172,47,1.0,26900.0
409,173,6,1.0,24200.0
410,173,36,1.0,60200.0
411,173,28,3.0,99900.0
412,174,40,5.0,146500.0
413,175,32,2.0,123400.0
414,175,44,5.0,68500.0
415,175,4,1.0,34300.0
416,175,38,2.0,138600.0
417,176,37,5.0,90400.0
418,177,44,1.0,13700.0
419,177,24,5.0,92000.0
420,178,46,3.0,234600.0
421,178,22,5.0,161500.0
422,178,23,4.0,229600.0
423,178,13,4.0,178000.0
424,179,47,,26900.0
425,179,8,1.0,14400.0
426,180,33,1.0,75300.0
427,180,47,2.0,53800.0
428,180,33,,75300.0
429,180,16,3.0,86400.0
430,181,35,5.0,369000.0
431,181,30,1.0,56000.0
432,181,28,2.0,33800.0
433,181,44,5.0,68500.0
434,182,2,2.0,105800.0
435,182,49,1.0,43700.0
436,183,12,1.0,60300.0
437,183,43,4.0,166000.0
438,183,18,,82000.0
439,183,16,5.0,144000.0
440,184,17,,24600.0
441,185,48,5.0,212000.0
442,185,6,5.0,121000.0
443,185,10,2.0,139000.0
444,185,30,4.0,224000.0
445,186,40,2.0,58600.0
446,186,20,2.0,144400.0
447,186,7,5.0,142000.0
448,187,21,2.0,154400.0
449,187,49,1.0,43700.0
450,188,41,4.0,241700.0
451,189,32,5.0,308500.0
452,189,48,1.0,42400.0
453,190,16,2.0,57600.0
454,191,6,4.0,96800.0
455,192,41,1.0,60400.0
456,193,37,1.0,17900.0
457,194,6,3.0,72600.0
458,194,7,2.0,57900.0
459,194,40,5.0,146500.0
460,194,29,2.0,143500.0
461,195,12,4.0,241200.0
462,195,26,5.0,122900.0
463,195,23,5.0,287000.0
464,196,4,2.0,64800.0
465,197,43,4.0,166000.0
466,197,3,3.0,129200.0
467,197,18,1.0,41000.0
468,198,26,2.0,49000.0
469,198,12,3.0,180900.0
470,199,47,2.0,53800.0
471,199,41,4.0,241600.0
472,199,1,1.0,58300.0
473,199,18,2.0,82000.0
474,200,11,2.0,145600.0
475,200,26,1.0,24500.0
476,201,49,4.0,176500.0
477,201,8,4.0,57600.0
478,202,37,1.0,17900.0
479,202,41,2.0,120800.0
480,202,1,1.0,58300.0
481,203,25,4.0,231200.0
482,203,43,4.0,166000.0
483,203,27,4.0,111200.0
484,204,6,4.0,96800.0
485,204,14,4.0,123900.0
486,204,42,4.0,150400.0
487,204,45,2.0,41400.0
488,205,17,1.0,12100.0
489,205,4,3.0,99100.0
490,205,26,4.0,98000.0
491,205,45,5.0,103500.0
492,206,39,2.0,77600.0
493,207,4,4.0,129600.0
494,207,30,3.0,168000.0
495,208,23,2.0,114800.0
496,208,2,5.0,264500.0
497,209,41,5.0,302000.0
498,210,46,4.0,312400.0
499,210,14,3.0,66600.0
500,211,14,4.0,56800.0
501,212,29,2.0,143400.0
502,213,35,4.0,295200.0
503,213,16,1.0,28800.0
504,214,2,3.0,158700.0
505,214,1,,58300.0
506,214,9,2.0,129800.0
507,215,15,2.0,83600.0
508,215,12,3.0,180900.0
509,216,36,1.0,60200.0
510,216,44,3.0,41100.0
511,217,5,2.0,112000.0
512,217,39,2.0,77600.0
513,217,29,4.0,286800.0
514,218,25,,57800.0
515,219,26,5.0,122500.0
516,219,26,2.0,49000.0
517,219,30,3.0,168000.0
518,220,34,5.0,205000.0
519,220,24,1.0,20200.0
520,221,30,4.0,224400.0
521,221,29,1.0,71700.0
522,221,20,1.0,72200.0
523,222,44,1.0,13700.0
524,222,25,1.0,57800.0
525,222,49,3.0,131100.0
526,222,34,1.0,41000.0
527,223,34,2.0,83800.0
528,223,29,3.0,215100.0
529,223,16,,86400.0
530,223,50,2.0,64400.0
531,224,22,1.0,32300.0
532,224,45,2.0,41400.0
533,225,18,4.0,165400.0
534,226,27,4.0,111200.0
535,227,38,3.0,207900.0
536,227,11,5.0,364000.0
537,228,16,1.0,28800.0
538,228,12,1.0,60300.0
539,228,41,,181200.0
540,229,50,5.0,161000.0
541,229,33,3.0,225900.0
542,229,50,1.0,32200.0
543,229,41,2.0,120800.0
544,230,33,4.0,301200.0
545,231,8,4.0,57600.0
546,231,12,5.0,301500.0
547,231,45,1.0,20700.0
548,232,24,3.0,55200.0
549,232,24,5.0,92000.0
550,232,15,4.0,167200.0
551,233,15,2.0,83600.0
552,233,45,3.0,62100.0
553,233,21,1.0,78900.0
554,233,37,5.0,89500.0
555,234,10,1.0,69500.0
556,234,41,1.0,60400.0
557,234,30,1.0,57100.0
558,235,24,3.0,55200.0
559,235,15,4.0,167200.0
560,235,41,1.0,60400.0
561,235,5,3.0,169900.0
562,236,10,3.0,208500.0
563,236,27,5.0,139000.0
564,236,3,3.0,128700.0
565,236,4,5.0,162000.0
566,237,34,5.0,205000.0
567,237,1,4.0,233200.0
568,237,43,3.0,124500.0
569,237,36,5.0,301000.0
570,238,33,5.0,376800.0
571,238,40,2.0,58600.0
572,238,3,5.0,214500.0
573,238,38,1.0,69300.0
574,239,10,2.0,139000.0
575,240,37,5.0,89500.0
576,240,9,3.0,194700.0
577,241,45,2.0,41400.0
578,241,21,,232400.0
579,241,40,1.0,29300.0
580,241,48,3.0,127200.0
581,242,41,4.0,243200.0
582,242,46,4.0,312400.0
583,242,14,4.0,136000.0
584,243,50,5.0,161000.0
585,243,26,1.0,24500.0
586,243,34,5.0,205000.0
587,243,23,4.0,229600.0
588,244,31,3.0,220800.0
589,244,18,4.0,164000.0
590,245,16,1.0,28800.0
591,245,23,3.0,172200.0
592,245,23,3.0,172200.0
593,246,1,,233200.0
594,246,7,2.0,56800.0
595,246,23,3.0,172200.0
596,246,47,4.0,108400.0
597,247,49,1.0,43700.0
598,247,39,1.0,38800.0
599,247,49,1.0,43700.0
600,248,22,2.0,64600.0
601,249,8,5.0,72000.0
602,249,34,4.0,165700.0
603,249,34,1.0,41000.0
604,249,17,,24200.0
605,250,38,2.0,140300.0
606,250,24,3.0,55200.0
607,250,28,4.0,126800.0
608,251,20,5.0,361000.0
609,251,28,,67700.0
610,251,13,4.0,179300.0
611,252,32,1.0,61700.0
612,252,28,2.0,69800.0
613,253,42,2.0,87400.0
614,253,46,5.0,390500.0
615,253,31,4.0,294400.0
616,254,15,,167300.0
617,255,9,2.0,129800.0
618,256,7,4.0,113600.0
619,256,10,5.0,347500.0
620,256,31,4.0,294400.0
621,257,19,1.0,71300.0
622,257,27,2.0,55600.0
623,257,26,2.0,49000.0
624,258,48,5.0,212000.0
625,259,12,4.0,241200.0
626,259,26,3.0,73500.0
627,260,29,2.0,143400.0
628,261,21,1.0,77200.0
629,261,32,1.0,61700.0
630,262,27,2.0,55600.0
631,262,15,4.0,167200.0
632,263,47,2.0,53800.0
633,263,9,3.0,194700.0
634,263,3,3.0,128700.0
635,264,24,2.0,36800.0
636,265,3,1.0,42900.0
637,265,39,1.0,38800.0
638,265,36,1.0,60500.0
639,266,48,4.0,169600.0
640,267,14,2.0,34000.0
641,268,49,4.0,174800.0
642,268,49,1.0,43700.0
643,269,1,3.0,174900.0
644,269,50,2.0,64400.0
645,269,18,,205000.0
646,270,30,4.0,224000.0
647,270,14,5.0,133000.0
648,271,12,2.0,120600.0
649,271,2,,158700.0
650,272,41,4.0,241600.0
651,272,36,4.0,240800.0
652,272,30,3.0,168000.0
653,272,34,3.0,123000.0
654,273,12,2.0,120600.0
655,274,44,2.0,27400.0
656,274,46,5.0,390500.0
657,274,4,4.0,129600.0
658,274,4,4.0,129600.0
659,275,22,2.0,66600.0
660,275,6,4.0,96800.0
661,275,4,4.0,129600.0
662,275,22,1.0,32300.0
663,276,16,3.0,86400.0
664,277,33,3.0,225900.0
665,277,31,1.0,73600.0
666,278,18,5.0,205000.0
667,279,34,,82000.0
668,279,34,3.0,123000.0
669,279,31,5.0,368000.0
670,280,5,4.0,224000.0
671,280,30,1.0,56000.0
672,280,33,2.0,150600.0
673,280,4,3.0,97200.0
674,281,13,1.0,44500.0
675,282,26,3.0,73500.0
676,282,48,1.0,44200.0
677,283,13,4.0,178000.0
678,284,47,2.0,53800.0
679,285,39,,39900.0
680,285,43,3.0,124500.0
681,285,25,3.0,173400.0
682,285,9,1.0,65500.0
683,286,45,1.0,20700.0
684,287,10,4.0,278000.0
685,287,6,3.0,72600.0
686,287,31,1.0,73600.0
687,287,17,2.0,24200.0
688,288,27,2.0,55600.0
689,289,6,5.0,121000.0
690,289,16,5.0,144000.0
691,289,7,,85200.0
692,289,38,5.0,347800.0
693,290,35,,73800.0
694,290,48,1.0,43300.0
695,290,48,1.0,42400.0
696,290,29,3.0,215900.0
697,291,27,3.0,83400.0
698,292,1,2.0,116600.0
699,292,39,5.0,194000.0
700,292,27,4.0,111200.0
701,293,45,2.0,41400.0
702,293,20,1.0,72200.0
703,294,33,3.0,225900.0
704,295,41,1.0,60400.0
705,295,46,4.0,312400.0
706,295,42,3.0,84600.0
707,295,16,,86400.0
708,296,38,3.0,207900.0
709,296,13,2.0,89000.0
710,296,8,5.0,73400.0
711,297,29,4.0,286800.0
712,297,20,1.0,72200.0
713,298,47,4.0,107600.0
714,298,23,2.0,114800.0
715,298,40,4.0,117200.0
716,298,2,,211600.0
717,299,25,,231200.0
718,300,10,5.0,347500.0
719,300,25,4.0,231200.0
